molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL121597,COc1ccc(CCNC2CCCc3c2ccc(=O)n3CC=C(C)C)cc1OC,1640.0,intermediate
CHEMBL331390,CCCn1c2c(ccc1=O)C(NCCC(C)(C)C)CCC2,15590.0,inactive
CHEMBL122995,CC(C)=CCn1c2c(ccc1=O)C(NCCc1cccc(Cl)c1)CCC2,520.0,active
CHEMBL333686,CC(C)=CCn1c2c(ccc1=O)C(NCCc1ccc(Cl)c(C(F)(F)F)c1)CCC2,790.0,active
CHEMBL338058,CC(C)=CCn1c2c(ccc1=O)C(NCCc1ccc(O)cc1)CCC2,400.0,active
CHEMBL3349309,CCCn1c2c(ccc1=O)C(NCCc1cccs1)CCC2.O=C(O)/C=C/C(=O)O,5970.0,intermediate
CHEMBL323667,CN(C)Cc1ccc(O)nc1,900000.0,inactive
CHEMBL1255901,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,71.5,active
CHEMBL121082,CC(C)=CCn1c2c(ccc1=O)C(N)CCC2,100000.0,inactive
CHEMBL121374,CC(C)Cn1c2c(ccc1=O)C(NCCc1ccc(Cl)c(Cl)c1)CCC2,23370.0,inactive
CHEMBL333313,O=c1ccc2c(n1CCc1ccccc1)CCCC2NCCc1ccc(Cl)c(Cl)c1,50420.0,inactive
CHEMBL430712,Cc1nn(-c2ccccc2)c2nc3c(c(N)c12)CCC3,31200.0,inactive
CHEMBL15043,Cc1nn(-c2ccccc2)c2c(N)c3c(nc12)CCC3,32200.0,inactive
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,160.0,active
CHEMBL15915,Cc1nn(-c2ccccc2)c2c(N)c3c(nc12)CCCC3,26700.0,inactive
CHEMBL440595,Cc1nn(-c2ccccc2)c2nc3nc4c(c(N)c3cc12)CCC4,23200.0,inactive
CHEMBL15576,COc1ccc2c3c1C[C@H]1C[C@@H](O)C=CC31CCN(C)C2,3100.0,intermediate
CHEMBL15342,Cc1nn(-c2ccccc2)c2nc3c(c(N)c12)CCCC3,28500.0,inactive
CHEMBL15664,Cc1nn(-c2ccccc2)c2nc3nc4c(c(N)c3cc12)CCCC4,6390.0,intermediate
CHEMBL15916,Nc1c2c(nc3nn(-c4ccccc4)cc13)CCCC2,6010.0,intermediate
CHEMBL307513,CCCN1CCCCc2ccc(C(=O)CCC3CCN(Cc4ccccc4)CC3)cc21,1330.0,intermediate
CHEMBL311017,CN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,10.0,active
CHEMBL75127,O=C(CCC1CCN(Cc2ccccc2F)CC1)c1ccc2c(c1)NCCCC2,331.0,active
CHEMBL74922,CCCCN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,29.0,active
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,270.9,active
CHEMBL75649,O=C(CCC1CCN(Cc2ccc(Cl)cc2)CC1)c1ccc2c(c1)CCN2,6360.0,intermediate
CHEMBL76470,CN1CCCc2ccc(C(=O)CCC3CCN(Cc4ccccc4)CC3)cc21,36.0,active
CHEMBL308793,CCN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,11.0,active
CHEMBL76384,O=C(CCC1CCN(Cc2ccc(F)cc2)CC1)c1ccc2c(c1)NCCCC2,393.0,active
CHEMBL74359,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCC2,113.0,active
CHEMBL76108,COc1ccc(CN2CCC(CCC(=O)c3ccc4c(c3)CCN4)CC2)cc1,13300.0,inactive
CHEMBL73447,COc1cccc(CN2CCC(CCC(=O)c3ccc4c(c3)CCN4)CC2)c1,2680.0,intermediate
CHEMBL75013,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCC2,97.7,active
CHEMBL74698,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCCC2,127.0,active
CHEMBL74560,CCCN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,22.0,active
CHEMBL73637,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCN2Cc1ccccc1,68.0,active
CHEMBL420378,O=C(CCC1CCN(Cc2cccc(Cl)c2)CC1)c1ccc2c(c1)NCCCC2,333.0,active
CHEMBL74747,CN1CCCCc2ccc(C(=O)CCC3CCN(Cc4ccccc4)CC3)cc21,81.0,active
CHEMBL309173,COc1ccccc1CN1CCC(CCC(=O)c2ccc3c(c2)NCCCC3)CC1,2620.0,intermediate
CHEMBL73339,CCCCCN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,47.0,active
CHEMBL72967,COc1cccc(CN2CCC(CCC(=O)c3ccc4c(c3)NCCCC4)CC2)c1,847.0,active
CHEMBL305739,CN1CCCc2cc(C(=O)CCC3CCN(Cc4cccc(Cl)c4)CC3)ccc21,24.0,active
CHEMBL74340,Cc1cccc(CN2CCC(CCC(=O)c3ccc4c(c3)NCCCC4)CC2)c1,224.0,active
CHEMBL74832,O=C(CCC1CCN(Cc2ccc(F)cc2)CC1)c1ccc2c(c1)CCN2,89.0,active
CHEMBL444841,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)N(Cc1ccccc1)CCC2,1490.0,intermediate
CHEMBL307832,O=C(CCC1CCN(Cc2cccc([N+](=O)[O-])c2)CC1)c1ccc2c(c1)NCCCC2,390.0,active
CHEMBL310918,O=C(CCC1CCN(Cc2cccc([N+](=O)[O-])c2)CC1)c1ccc2c(c1)CCN2,64.0,active
CHEMBL74533,COc1ccc(CN2CCC(CCC(=O)c3ccc4c(c3)NCCCC4)CC2)cc1,55200.0,inactive
CHEMBL74522,O=C(CCC1CCN(Cc2cccc(Cl)c2)CC1)c1ccc2c(c1)CCCN2,54.0,active
CHEMBL75110,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCN2,20.0,active
CHEMBL414397,O=C(CCC1CCN(Cc2cccc(Cl)c2)CC1)c1ccc2c(c1)CCCN2Cc1ccccc1,164.0,active
CHEMBL306776,COc1ccccc1CN1CCC(CCC(=O)c2ccc3c(c2)CCN3)CC1,812.0,active
CHEMBL74809,O=C(CCC1CCN(Cc2cccc(Cl)c2)CC1)c1ccc2c(c1)CCN2,59.0,active
CHEMBL306175,O=C(CCC1CCN(Cc2ccccc2Cl)CC1)c1ccc2c(c1)CCN2,76.0,active
CHEMBL74962,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)N(Cc1ccccc1)CCCC2,3140.0,intermediate
CHEMBL310467,CCN1CCCCc2ccc(C(=O)CCC3CCN(Cc4ccccc4)CC3)cc21,376.0,active
CHEMBL308093,O=C(CCC1CCN(Cc2cccc(F)c2)CC1)c1ccc2c(c1)NCCCC2,145.0,active
CHEMBL73974,O=C(CCC1CCN(Cc2ccccc2F)CC1)c1ccc2c(c1)CCN2,43.0,active
CHEMBL306179,Cc1cccc(CN2CCC(CCC(=O)c3ccc4c(c3)CCN4)CC2)c1,50.0,active
CHEMBL307693,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)N(Cc1ccccc1)CC2,853.0,active
CHEMBL75157,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCCCN2,125.0,active
CHEMBL308807,O=C(CCC1CCN(Cc2cccc(F)c2)CC1)c1ccc2c(c1)CCN2,16.0,active
CHEMBL73593,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCC2,54.0,active
CHEMBL421550,CC1=CC2Cc3nc(O)ccc3C(C1)C2=O,500000.0,inactive
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,46.0,active
CHEMBL51934,Nc1c2c(nc3ccccc13)CCCC2O,361.0,active
CHEMBL88140,C/C=C1/C2C=C(C)CC1c1ccc(O)nc1C2,55500.0,inactive
CHEMBL1127,Nc1c2c(nc3ccccc13)CC(O)CC2,483.0,active
CHEMBL318026,Nc1c2c(nc3ccccc13)CCC(O)C2,1770.0,intermediate
CHEMBL319451,Nc1c2c(nc3ccccc13)C(O)CCC2,411.0,active
CHEMBL328457,C/C=C1\C2C=C(C)CC1c1ccc(O)nc1C2,12800.0,inactive
CHEMBL167408,C[N+]1(C)CC=C(/C=C/c2cccc3ccccc23)CC1.[Cl-],190000.0,inactive
CHEMBL167979,Cl.OCCN1CCC(CCc2cccc3ccccc23)CC1,1260000.0,inactive
CHEMBL167967,C[n+]1ccc(/C=C/c2cccc3ccccc23)cc1.[Cl-],120000.0,inactive
CHEMBL166693,COc1ccc(/C=C/c2cc[n+](C)cc2)c2ccccc12.[Cl-],69000.0,inactive
CHEMBL441492,C[n+]1ccc(/C=C/c2ccccc2)cc1.[I-],1200000.0,inactive
CHEMBL165809,COc1ccc(/C=C/c2cc[n+](CCO)cc2)c2ccccc12.[Br-],143000.0,inactive
CHEMBL166791,C[n+]1cccc(NC(=O)Nc2cccc3ccccc23)c1.[I-],320000.0,inactive
CHEMBL166811,CCCCCCN1CC=C(/C=C/c2cccc3ccccc23)CC1.Cl,1000000.0,inactive
CHEMBL166410,C[n+]1ccc(/C=C/c2cc3ccccc3c3ccccc23)cc1.[I-],20000.0,inactive
CHEMBL354158,CC(=O)Nc1cc(/C=C/c2cccc3ccccc23)cc[n+]1C.[Cl-],900000.0,inactive
CHEMBL553877,Cl.[O-][n+]1ccc(/C=C/c2cccc3ccccc23)cc1,2500000.0,inactive
CHEMBL433527,CN1CC=C(/C=C/c2cccc3ccccc23)CC1.Cl,480000.0,inactive
CHEMBL165808,C[n+]1ccc(/C=C/c2ccc(OCc3ccccc3)cc2)cc1.[Cl-],52000.0,inactive
CHEMBL166752,COc1ccc(/C=C/c2cccc[n+]2C)c2ccccc12.[Cl-],33000.0,inactive
CHEMBL166723,CN1CCC(CCc2cccc3ccccc23)CC1.Cl,890000.0,inactive
CHEMBL168464,CN1CC=C(c2ccccc2)CC1.Cl,1390000.0,inactive
CHEMBL170902,C[n+]1ccc(/C=C/c2ccc(Cl)c(Cl)c2)cc1.[Cl-],24000.0,inactive
CHEMBL353761,C[n+]1ccc(CCc2cccc3ccccc23)cc1.[I-],217000.0,inactive
CHEMBL353720,C[n+]1ccc(/C=C/c2cccc3ccccc23)cc1N.[I-],32000.0,inactive
CHEMBL19486,OCC[n+]1ccc(/C=C/c2cccc3ccccc23)cc1.[Br-],170000.0,inactive
CHEMBL354726,C[n+]1ccc(/C=C/c2c3ccccc3cc3ccccc23)cc1.[I-],120000.0,inactive
CHEMBL354866,COc1ccc2ccccc2c1/C=C/c1cc[n+](C)cc1.[Cl-],135000.0,inactive
CHEMBL354870,C[n+]1ccccc1/C=C/c1cccc2ccccc12.[Cl-],64000.0,inactive
CHEMBL262139,C[n+]1ccc(C#Cc2cccc3ccccc23)cc1.[I-],43000.0,inactive
CHEMBL168155,CCCCCC[n+]1ccc(/C=C/c2cccc3ccccc23)cc1.[Br-],32000.0,inactive
CHEMBL168468,COc1ccc(/C=C/c2cc[n+](C)cc2)cc1OC.[Cl-],260000.0,inactive
CHEMBL354506,C[n+]1ccc(NC(=O)Nc2cccc3ccccc23)cc1.[I-],230000.0,inactive
CHEMBL168580,CN1CCC(/C=C/c2cccc3ccccc23)CC1.Cl,480000.0,inactive
CHEMBL431844,Nc1c2c(nc3ccccc13)C1CCC2C1,240.0,active
CHEMBL115580,CC1Cc2c(nc3ccccc3c2N)C1(C)O,134000.0,inactive
CHEMBL118968,Nc1c2c(nc3ccccc13)CCCCCC2,9100.0,intermediate
CHEMBL332454,Nc1c2c(nc3ccccc13)-c1ccccc1CCC2,166100.0,inactive
CHEMBL330883,Nc1c2c(nc3ccccc13)CCCCC2,39.0,active
CHEMBL89012,Nc1c2c(nc3ccccc13)-c1ccccc1CC2,37400.0,inactive
CHEMBL118033,COc1ccc2c(c1)CCc1c-2nc2ccccc2c1N,47500.0,inactive
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,78.0,active
CHEMBL60167,Nc1c2c(nc3ccccc13)-c1ccccc1C2,350.0,active
CHEMBL119528,CCCCC1(O)c2nc3ccccc3c(N)c2CC1C,91000.0,inactive
CHEMBL333011,Nc1c2c(nc3ccccc13)-c1cccc(Cl)c1CC2,144100.0,inactive
CHEMBL118752,Nc1c2c(nc3ccccc13)CCC2,56.0,active
CHEMBL119390,CC1=C(C)c2nc3ccccc3c(N)c2C1,3500.0,intermediate
CHEMBL331637,CC12CCC(c3c1nc1ccccc1c3N)C2(C)C,110000.0,inactive
CHEMBL325203,Nc1c2c(nc3ccccc13)-c1ccccc1NCCC2,391100.0,inactive
CHEMBL119634,COc1ccc2c(c1)CCCc1c-2nc2ccccc2c1N,68800.0,inactive
CHEMBL118139,Nc1c2c(nc3ccccc13)CCCc1ccccc1-2,38200.0,inactive
CHEMBL115697,Nc1c2c(nc3ccccc13)-c1ccccc1NCC2,69400.0,inactive
CHEMBL119389,CCCCC1=C(C)Cc2c1nc1ccccc1c2N,25000.0,inactive
CHEMBL163362,c1ccc2c(c1)CN1CCCCC1=N2,100000.0,inactive
CHEMBL165726,Clc1ccc2c(c1)CN1CCCCCC1=N2,9300.0,intermediate
CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,1760.0,intermediate
CHEMBL349977,Clc1cccc2c1N=C1CCCCCN1C2,16400.0,inactive
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,200.0,active
CHEMBL166194,N=c1c2ccc(Cl)cc2nc2n1CCCCC2,35900.0,inactive
CHEMBL165292,O=c1c2ccc(Cl)cc2nc2n1CCCCC2,100000.0,inactive
CHEMBL162734,c1ccc2c(c1)CN1CCCCCCC1=N2,100000.0,inactive
CHEMBL161880,Clc1cccc2c1CN1CCCCCC1=N2,4750.0,intermediate
CHEMBL355821,c1ccc2c(c1)CN1CCCC1=N2,18000.0,inactive
CHEMBL433041,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,600.0,active
CHEMBL445130,Clc1ccc2c(c1)N=C1CCCCCN1C2,1900.0,intermediate
CHEMBL166359,c1ccc2c(c1)CN1CCCCCCCC1=N2,100000.0,inactive
CHEMBL350496,S=c1c2ccc(Cl)cc2nc2n1CCCCC2,100000.0,inactive
CHEMBL1255901,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,94.0,active
CHEMBL165304,c1ccc2c(c1)CN1CCCCCC1=N2,15000.0,inactive
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,80.6,active
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,0.68,active
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,5.7,active
CHEMBL355059,Nc1c2c(nc3ccccc13)CC[C@H](O)[C@@H]2O,100000.0,inactive
CHEMBL354304,Nc1c2c(nc3ccccc13)C[C@H](O)C[C@@H]2O,5400.0,intermediate
CHEMBL112895,CC1(NCC2CCN(Cc3ccccc3)CC2)c2ccc(O)nc2CCC1O,190000.0,inactive
CHEMBL172102,Nc1c2c(nc3cc(O)ccc13)CCCC2O,64400.0,inactive
CHEMBL169407,Nc1c2c(nc3cccc(O)c13)CCCC2O,27400.0,inactive
CHEMBL354617,Nc1c2c(nc3ccccc13)CC[C@H](O)[C@H]2O,100000.0,inactive
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,20.0,active
CHEMBL166854,Nc1c2c(nc3ccccc13)[C@H](O)CC[C@@H]2O,4600.0,intermediate
CHEMBL172733,Nc1c2c(nc3ccccc13)C[C@H](O)C[C@H]2O,14700.0,inactive
CHEMBL113485,COc1ccc2c(n1)CCC(OC)C2(C)NC(=O)C1CCN(Cc2ccccc2)CC1,17200.0,inactive
CHEMBL51934,Nc1c2c(nc3ccccc13)CCCC2O,1300.0,intermediate
CHEMBL349428,Nc1c2c(nc3c(O)cccc13)CCCC2O,25100.0,inactive
CHEMBL168213,Nc1c2c(nc3ccccc13)[C@H](O)CC[C@H]2O,62100.0,inactive
CHEMBL441078,COc1ccc2c(n1)CCC(OC)C2(C)NCC1CCN(Cc2ccccc2)CC1,177000.0,inactive
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,230.0,active
CHEMBL354601,Nc1c2c(nc3ccc(O)cc13)CCCC2O,10600.0,inactive
CHEMBL245079,CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@]3(C1)NCCC[C@H]23,19300.0,inactive
CHEMBL1255901,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,72.4,active
CHEMBL360092,CC1=CC2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2CCCN3C(=O)CN(C)CCN(C)CC(=O)N1CCC[C@@H]2C3C=C(C)C[C@]21c1ccc(=O)[nH]c1C3,1020.0,intermediate
CHEMBL367977,CC1=CC2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2CCCN3C(=O)CN(C)CCCN(C)CC(=O)N1CCC[C@@H]2C3C=C(C)C[C@]21c1ccc(=O)[nH]c1C3,471.0,active
CHEMBL175975,CC1=CC2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2CCCN3C(=O)CN(C)CCCCCCN(C)CC(=O)N1CCC[C@@H]2C3C=C(C)C[C@]21c1ccc(=O)[nH]c1C3,76.2,active
CHEMBL435673,CC1=CC2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2CCCN3C(=O)CN(C)CCCCCCCCN(C)CC(=O)N1CCC[C@@H]2C3C=C(C)C[C@]21c1ccc(=O)[nH]c1C3,50.8,active
CHEMBL368899,CC1=CC2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2CCCN3C(=O)CCN(C)CCCCCCN(C)CCC(=O)N1CCC[C@@H]2C3C=C(C)C[C@]21c1ccc(=O)[nH]c1C3,35.9,active
CHEMBL434898,CC1=CC2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2CCCN3C(=O)CCN(C)CCCCCCCCN(C)CCC(=O)N1CCC[C@@H]2C3C=C(C)C[C@]21c1ccc(=O)[nH]c1C3,18.5,active
CHEMBL176132,CC1=CC2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2CCCN3C(=O)CCN(C)CCCCCCCCCCN(C)CCC(=O)N1CCC[C@@H]2C3C=C(C)C[C@]21c1ccc(=O)[nH]c1C3,4.93,active
CHEMBL368897,CC1=CC2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2CCCN3C(=O)CCN(C)CCCCCCCCCCCCN(C)CCC(=O)N1CCC[C@@H]2C3C=C(C)C[C@]21c1ccc(=O)[nH]c1C3,25.2,active
CHEMBL180437,CCN(CC)Cc1ccc(OC2Cc3cc(OC)c(OC)cc3C2=O)cc1,100.0,active
CHEMBL541980,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(C(C)N(C)C)c1)C2,820.0,active
CHEMBL360570,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCN(C)CC3)cc1)C2,1420.0,intermediate
CHEMBL361540,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(C)N3CCN(C)CC3)cc1)C2,2980.0,intermediate
CHEMBL180442,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(C)N3CCCC3)cc1)C2,140.0,active
CHEMBL180145,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCCCC3)cc1)C2,150.0,active
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,16.0,active
CHEMBL180645,CCN(CC)Cc1cccc(OC2Cc3cc(OC)c(OC)cc3C2=O)c1,2280.0,intermediate
CHEMBL636,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,1820.0,intermediate
CHEMBL181125,CCN(CC)C(C)c1ccc(OC2Cc3cc(OC)c(OC)cc3C2=O)cc1,220.0,active
CHEMBL181310,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(CN(C)C)c1)C2,1100.0,intermediate
CHEMBL183184,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(C(C)N3CCOCC3)c1)C2,22100.0,inactive
CHEMBL179824,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCOCC3)cc1)C2,1300.0,intermediate
CHEMBL361309,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(C)N3CCOCC3)cc1)C2,3140.0,intermediate
CHEMBL181216,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(CN3CCCCC3)c1)C2,3180.0,intermediate
CHEMBL180413,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(C)N3CCCCC3)cc1)C2,130.0,active
CHEMBL435897,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN(C)C)cc1)C2,210.0,active
CHEMBL180640,CCN(CC)C(C)c1cccc(OC2Cc3cc(OC)c(OC)cc3C2=O)c1,1360.0,intermediate
CHEMBL264242,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(CN3CCN(C)CC3)c1)C2,6410.0,intermediate
CHEMBL181207,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(C(C)N3CCN(C)CC3)c1)C2,17600.0,inactive
CHEMBL362238,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(C(C)N3CCCCC3)c1)C2,3580.0,intermediate
CHEMBL178152,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(C)N(C)C)cc1)C2,150.0,active
CHEMBL182251,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(CN3CCOCC3)c1)C2,14600.0,inactive
CHEMBL183649,CC1=C[C@H]2Cc3nc(O)ccc3[C@@]3(C1)NCCC[C@H]23,8202.0,intermediate
CHEMBL244870,CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2CCCN3C(=O)CN1CCN(CC(=O)N2CCC[C@@H]3[C@H]4C=C(C)C[C@]32c2ccc(=O)[nH]c2C4)CC1,1173.0,intermediate
CHEMBL2113015,CC1=CC2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2CCCN3CCN1CCN(CC[N+]2(C(=O)CN)CCC[C@@H]3C4C=C(C)C[C@]32c2ccc(=O)[nH]c2C4)CC1,407.0,active
CHEMBL395283,CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2CCCN3C(=O)CN1CCCN(CC(=O)N2CCC[C@@H]3[C@H]4C=C(C)C[C@]32c2ccc(=O)[nH]c2C4)CC1,114.0,active
CHEMBL389583,CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2CCCN3CCN1CCCN(CCN2CCC[C@@H]3[C@H]4C=C(C)C[C@]32c2ccc(=O)[nH]c2C4)CC1,218.0,active
CHEMBL2113010,CC1=CC2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2CCCN3C(=O)CN1CCN(Cc2ccccc2)CC1,33300.0,inactive
CHEMBL2310904,CC1=C[C@H]2Cc3nc(O)ccc3[C@@]3(C1)[C@@H]2CCCN3CN1CCN(Cc2ccccc2)CC1,31600.0,inactive
CHEMBL2113011,COc1ccc(CN2CCN(CC(=O)N3CCC[C@@H]4C5C=C(C)C[C@]43c3ccc(=O)[nH]c3C5)CC2)cc1,5747.0,intermediate
CHEMBL2310903,COc1ccc(CN2CCN(CN3CCC[C@@H]4[C@H]5C=C(C)C[C@]43c3ccc(O)nc3C5)CC2)cc1,10297.0,inactive
CHEMBL2113014,CC1=CC2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2CCCN3C(=O)CN1CCN(Cc2ccc([N+](=O)[O-])cc2)CC1,5580.0,intermediate
CHEMBL2310905,CC1=C[C@H]2Cc3nc(O)ccc3[C@@]3(C1)[C@@H]2CCCN3C(=O)N1CCN(Cc2cccnc2)CC1,38100.0,inactive
CHEMBL182212,CC1=C[C@H]2Cc3nc(O)ccc3[C@@]3(C1)[C@@H]2CCCN3CCN1CCN(Cc2cccnc2)CC1,26700.0,inactive
CHEMBL181690,CC1=C[C@H]2Cc3nc(O)ccc3[C@@]3(C1)[C@@H]2CCCN3C(=O)CN(Cc1ccccc1)c1ccccc1,52000.0,inactive
CHEMBL362433,CC1=C[C@H]2Cc3nc(O)ccc3[C@@]3(C1)[C@@H]2CCCN3CCN(Cc1ccccc1)c1ccccc1,54000.0,inactive
CHEMBL359698,CC1=C[C@H]2Cc3nc(O)ccc3[C@@]3(C1)[C@@H]2CCCN3C(=O)CN(C)Cc1ccccc1,50700.0,inactive
CHEMBL361866,CC1=C[C@H]2Cc3nc(O)ccc3[C@@]3(C1)[C@@H]2CCCN3CCN(C)Cc1ccccc1,66450.0,inactive
CHEMBL2113016,CC1=CC2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2CCCN3C(=O)CN(C)CCc1ccccc1,23500.0,inactive
CHEMBL183130,CC1=C[C@H]2Cc3nc(O)ccc3[C@@]3(C1)[C@@H]2CCCN3CCN(C)CCc1ccccc1,20700.0,inactive
CHEMBL2113013,CC1=CC2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2CCCN3C(=O)CN(C)CCCc1ccccc1,6190.0,intermediate
CHEMBL368912,CC1=C[C@H]2Cc3nc(O)ccc3[C@@]3(C1)[C@@H]2CCCN3CCN(C)CCCc1ccccc1,9531.0,intermediate
CHEMBL1255901,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,53.0,active
CHEMBL362583,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(CN3CCCC3)c1)C2,2660.0,intermediate
CHEMBL182252,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(C(C)N3CCCC3)c1)C2,1960.0,intermediate
CHEMBL180483,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCCC3)cc1)C2,50.0,active
CHEMBL185302,O=C(CNc1c2c(nc3ccccc13)CCCC2)NCCC1CCN(c2ccccc2)CC1,6.0,active
CHEMBL184784,O=C(CNc1c2c(nc3ccccc13)CCCC2)NCC1CCN(c2ccccc2)CC1,10.2,active
CHEMBL181816,COc1ccc(C(=O)NCC(=O)NCCC2CCN(Cc3ccccc3)CC2)cc1OC,662.0,active
CHEMBL185254,O=C(CNC1CCc2ccccc21)NCCC1CCN(Cc2ccccc2)CC1,230.0,active
CHEMBL185252,O=C(CNC1c2ccccc2-c2[nH]c3ccccc3c21)NCCC1CCN(Cc2ccccc2)CC1,869.0,active
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,223.0,active
CHEMBL32823,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,1.5,active
CHEMBL211471,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.COS(=O)(=O)[O-],37.5,active
CHEMBL209392,N#Cc1ccccc1-c1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,37.5,active
CHEMBL427232,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CCN3CCCC3)CC2)cc1,18.75,active
CHEMBL211520,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CCN3CCCCC3)CC2)cc1,93.75,active
CHEMBL380050,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CCN3CCOCC3)CC2)cc1,200.0,active
CHEMBL213377,c1ccc2c(NCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,711.0,active
